,pic,lable,type,cursor_x,cursor_y,pos_x,xpos,pos_y,ypos,pic_width,pic_height,x,y
1763,10.png,全部完成,长条文字按钮,242,-527,右,300,上,-533,532,140,-58,6
1764,6.png,完成,纯文字,248,-546,右,300,上,-533,64,31,-52,-13
1765,6.png,完成,纯文字,-320,-578,左,-300,上,-533,64,31,-20,-45
1766,9.png,全部完成,长条文字按钮,-212,6,左,-300,中,0,352,140,88,6
1767,3.png,纯色块,方块,-38,17,中,0,中,0,86,86,-38,17
1768,10.png,全部完成,长条文字按钮,-98,519,中,0,下,533,532,140,-98,-14
1769,1.png,纯色块,方块,-7,-521,中,0,上,-533,30,30,-7,12
1770,6.png,完成,纯文字,306,556,右,300,下,533,64,31,6,23
1771,8.png,全部完成,长条文字按钮,-313,500,左,-300,下,533,282,140,-13,-33
1772,9.png,全部完成,长条文字按钮,34,-590,中,0,上,-533,352,140,34,-57
1773,10.png,全部完成,长条文字按钮,-234,538,左,-300,下,533,532,140,66,5
1774,9.png,全部完成,长条文字按钮,401,13,右,300,中,0,352,140,101,13
1775,2.png,纯色块,方块,-310,-6,左,-300,中,0,48,48,-10,-6
1776,8.png,全部完成,长条文字按钮,4,-549,中,0,上,-533,282,140,4,-16
1777,3.png,纯色块,方块,293,25,右,300,中,0,86,86,-7,25
1778,8.png,全部完成,长条文字按钮,-286,514,左,-300,下,533,282,140,14,-19
1779,2.png,纯色块,方块,-254,-573,左,-300,上,-533,48,48,46,-40
1780,7.png,已完成,纯文字,-2,45,中,0,中,0,95,31,-2,45
1781,2.png,纯色块,方块,328,-4,右,300,中,0,48,48,28,-4
1782,4.png,纯色块,方块,317,522,右,300,下,533,120,120,17,-11
1783,1.png,纯色块,方块,7,-52,中,0,中,0,30,30,7,-52
1784,2.png,纯色块,方块,-281,508,左,-300,下,533,48,48,19,-25
1785,3.png,纯色块,方块,-309,464,左,-300,下,533,86,86,-9,-69
1786,5.png,全部完成,纯文字,258,-577,右,300,上,-533,130,31,-42,-44
1787,10.png,全部完成,长条文字按钮,-259,-523,左,-300,上,-533,532,140,41,10
1788,5.png,全部完成,纯文字,-295,-510,左,-300,上,-533,130,31,5,23
1789,10.png,全部完成,长条文字按钮,-212,-548,左,-300,上,-533,532,140,88,-15
1790,4.png,纯色块,方块,-377,-523,左,-300,上,-533,120,120,-77,10
1791,8.png,全部完成,长条文字按钮,252,42,右,300,中,0,282,140,-48,42
1792,6.png,完成,纯文字,-267,-555,左,-300,上,-533,64,31,33,-22
1793,6.png,完成,纯文字,-294,509,左,-300,下,533,64,31,6,-24
1794,4.png,纯色块,方块,-319,-7,左,-300,中,0,120,120,-19,-7
1795,8.png,全部完成,长条文字按钮,-3,524,中,0,下,533,282,140,-3,-9
1796,1.png,纯色块,方块,342,558,右,300,下,533,30,30,42,25
1797,4.png,纯色块,方块,273,-506,右,300,上,-533,120,120,-27,27
1798,4.png,纯色块,方块,320,8,右,300,中,0,120,120,20,8
1799,7.png,已完成,纯文字,272,543,右,300,下,533,95,31,-28,10
1800,8.png,全部完成,长条文字按钮,-267,-529,左,-300,上,-533,282,140,33,4
1801,2.png,纯色块,方块,296,562,右,300,下,533,48,48,-4,29
1802,7.png,已完成,纯文字,29,-519,中,0,上,-533,95,31,29,14
1803,1.png,纯色块,方块,353,548,右,300,下,533,30,30,53,15
1804,6.png,完成,纯文字,361,571,右,300,下,533,64,31,61,38
1805,7.png,已完成,纯文字,-259,-561,左,-300,上,-533,95,31,41,-28
1806,7.png,已完成,纯文字,-208,-49,左,-300,中,0,95,31,92,-49
1807,6.png,完成,纯文字,300,-545,右,300,上,-533,64,31,0,-12
1808,9.png,全部完成,长条文字按钮,-265,512,左,-300,下,533,352,140,35,-21
1809,5.png,全部完成,纯文字,-2,16,中,0,中,0,130,31,-2,16
1810,1.png,纯色块,方块,-292,-5,左,-300,中,0,30,30,8,-5
1811,9.png,全部完成,长条文字按钮,-287,-6,左,-300,中,0,352,140,13,-6
1812,3.png,纯色块,方块,-297,-560,左,-300,上,-533,86,86,3,-27
1813,9.png,全部完成,长条文字按钮,23,-21,中,0,中,0,352,140,23,-21
1814,8.png,全部完成,长条文字按钮,-267,531,左,-300,下,533,282,140,33,-2
1815,9.png,全部完成,长条文字按钮,356,-506,右,300,上,-533,352,140,56,27
1816,8.png,全部完成,长条文字按钮,342,-534,右,300,上,-533,282,140,42,-1
1817,10.png,全部完成,长条文字按钮,75,-533,中,0,上,-533,532,140,75,0
1818,9.png,全部完成,长条文字按钮,-270,-541,左,-300,上,-533,352,140,30,-8
1819,6.png,完成,纯文字,307,-18,右,300,中,0,64,31,7,-18
1820,3.png,纯色块,方块,294,-28,右,300,中,0,86,86,-6,-28
1821,1.png,纯色块,方块,-12,559,中,0,下,533,30,30,-12,26
1822,5.png,全部完成,纯文字,69,536,中,0,下,533,130,31,69,3
1823,4.png,纯色块,方块,-291,-539,左,-300,上,-533,120,120,9,-6
1824,10.png,全部完成,长条文字按钮,-188,-5,左,-300,中,0,532,140,112,-5
1825,2.png,纯色块,方块,-307,517,左,-300,下,533,48,48,-7,-16
1826,9.png,全部完成,长条文字按钮,326,544,右,300,下,533,352,140,26,11
1827,5.png,全部完成,纯文字,-273,-535,左,-300,上,-533,130,31,27,-2
1828,2.png,纯色块,方块,304,-558,右,300,上,-533,48,48,4,-25
1829,10.png,全部完成,长条文字按钮,-234,516,左,-300,下,533,532,140,66,-17
1830,3.png,纯色块,方块,0,2,中,0,中,0,86,86,0,2
1831,2.png,纯色块,方块,-307,-20,左,-300,中,0,48,48,-7,-20
1832,4.png,纯色块,方块,-295,10,左,-300,中,0,120,120,5,10
1833,1.png,纯色块,方块,-290,-543,左,-300,上,-533,30,30,10,-10
1834,8.png,全部完成,长条文字按钮,65,-516,中,0,上,-533,282,140,65,17
1835,8.png,全部完成,长条文字按钮,-273,-548,左,-300,上,-533,282,140,27,-15
1836,2.png,纯色块,方块,13,526,中,0,下,533,48,48,13,-7
1837,4.png,纯色块,方块,0,534,中,0,下,533,120,120,0,1
1838,7.png,已完成,纯文字,38,533,中,0,下,533,95,31,38,0
1839,10.png,全部完成,长条文字按钮,43,-533,中,0,上,-533,532,140,43,0
1840,5.png,全部完成,纯文字,-282,-532,左,-300,上,-533,130,31,18,1
1841,1.png,纯色块,方块,305,525,右,300,下,533,30,30,5,-8
1842,3.png,纯色块,方块,-268,-544,左,-300,上,-533,86,86,32,-11
1843,2.png,纯色块,方块,288,-25,右,300,中,0,48,48,-12,-25
1844,3.png,纯色块,方块,3,-538,中,0,上,-533,86,86,3,-5
1845,7.png,已完成,纯文字,319,515,右,300,下,533,95,31,19,-18
1846,7.png,已完成,纯文字,-284,11,左,-300,中,0,95,31,16,11
1847,3.png,纯色块,方块,303,-494,右,300,上,-533,86,86,3,39
1848,8.png,全部完成,长条文字按钮,40,534,中,0,下,533,282,140,40,1
1849,2.png,纯色块,方块,325,560,右,300,下,533,48,48,25,27
1850,9.png,全部完成,长条文字按钮,14,540,中,0,下,533,352,140,14,7
1851,5.png,全部完成,纯文字,302,-529,右,300,上,-533,130,31,2,4
1852,10.png,全部完成,长条文字按钮,25,-1,中,0,中,0,532,140,25,-1
1853,9.png,全部完成,长条文字按钮,-293,-530,左,-300,上,-533,352,140,7,3
1854,10.png,全部完成,长条文字按钮,45,-2,中,0,中,0,532,140,45,-2
1855,3.png,纯色块,方块,-284,-2,左,-300,中,0,86,86,16,-2
1856,8.png,全部完成,长条文字按钮,334,546,右,300,下,533,282,140,34,13
1857,6.png,完成,纯文字,-316,0,左,-300,中,0,64,31,-16,0
1858,7.png,已完成,纯文字,32,-542,中,0,上,-533,95,31,32,-9
1859,10.png,全部完成,长条文字按钮,304,-541,右,300,上,-533,532,140,4,-8
1860,10.png,全部完成,长条文字按钮,295,-9,右,300,中,0,532,140,-5,-9
1861,2.png,纯色块,方块,-5,8,中,0,中,0,48,48,-5,8
1862,4.png,纯色块,方块,314,16,右,300,中,0,120,120,14,16
1863,4.png,纯色块,方块,-294,27,左,-300,中,0,120,120,6,27
1864,7.png,已完成,纯文字,319,-547,右,300,上,-533,95,31,19,-14
1865,4.png,纯色块,方块,4,10,中,0,中,0,120,120,4,10
1866,2.png,纯色块,方块,9,-526,中,0,上,-533,48,48,9,7
1867,8.png,全部完成,长条文字按钮,315,-535,右,300,上,-533,282,140,15,-2
1868,8.png,全部完成,长条文字按钮,-310,545,左,-300,下,533,282,140,-10,12
1869,6.png,完成,纯文字,24,537,中,0,下,533,64,31,24,4
1870,10.png,全部完成,长条文字按钮,-275,-12,左,-300,中,0,532,140,25,-12
1871,5.png,全部完成,纯文字,334,-16,右,300,中,0,130,31,34,-16
1872,5.png,全部完成,纯文字,20,-544,中,0,上,-533,130,31,20,-11
1873,7.png,已完成,纯文字,328,535,右,300,下,533,95,31,28,2
1874,10.png,全部完成,长条文字按钮,320,543,右,300,下,533,532,140,20,10
1875,7.png,已完成,纯文字,-268,-546,左,-300,上,-533,95,31,32,-13
1876,4.png,纯色块,方块,-286,538,左,-300,下,533,120,120,14,5
1877,8.png,全部完成,长条文字按钮,354,529,右,300,下,533,282,140,54,-4
1878,4.png,纯色块,方块,338,542,右,300,下,533,120,120,38,9
1879,6.png,完成,纯文字,9,-8,中,0,中,0,64,31,9,-8
1880,5.png,全部完成,纯文字,316,8,右,300,中,0,130,31,16,8
1881,10.png,全部完成,长条文字按钮,30,546,中,0,下,533,532,140,30,13
1882,6.png,完成,纯文字,341,553,右,300,下,533,64,31,41,20
1883,10.png,全部完成,长条文字按钮,-266,-540,左,-300,上,-533,532,140,34,-7
1884,2.png,纯色块,方块,-294,7,左,-300,中,0,48,48,6,7
1885,1.png,纯色块,方块,22,-532,中,0,上,-533,30,30,22,1
1886,9.png,全部完成,长条文字按钮,329,574,右,300,下,533,352,140,29,41
1887,8.png,全部完成,长条文字按钮,31,-18,中,0,中,0,282,140,31,-18
1888,2.png,纯色块,方块,323,-545,右,300,上,-533,48,48,23,-12
1889,5.png,全部完成,纯文字,12,540,中,0,下,533,130,31,12,7
1890,1.png,纯色块,方块,274,538,右,300,下,533,30,30,-26,5
1891,10.png,全部完成,长条文字按钮,-255,539,左,-300,下,533,532,140,45,6
1892,1.png,纯色块,方块,-306,524,左,-300,下,533,30,30,-6,-9
1893,2.png,纯色块,方块,-289,-505,左,-300,上,-533,48,48,11,28
1894,6.png,完成,纯文字,-284,561,左,-300,下,533,64,31,16,28
1895,1.png,纯色块,方块,-250,-497,左,-300,上,-533,30,30,50,36
1896,3.png,纯色块,方块,-13,535,中,0,下,533,86,86,-13,2
1897,6.png,完成,纯文字,-305,-3,左,-300,中,0,64,31,-5,-3
1899,3.png,纯色块,方块,305,-4,右,300,中,0,86,86,5,-4
1900,10.png,全部完成,长条文字按钮,354,566,右,300,下,533,532,140,54,33
1901,3.png,纯色块,方块,-275,556,左,-300,下,533,86,86,25,23
1902,6.png,完成,纯文字,325,-520,右,300,上,-533,64,31,25,13
1903,6.png,完成,纯文字,319,546,右,300,下,533,64,31,19,13
1904,1.png,纯色块,方块,321,-11,右,300,中,0,30,30,21,-11
1905,9.png,全部完成,长条文字按钮,326,-519,右,300,上,-533,352,140,26,14
1906,7.png,已完成,纯文字,17,-544,中,0,上,-533,95,31,17,-11
1907,4.png,纯色块,方块,311,-524,右,300,上,-533,120,120,11,9
1908,7.png,已完成,纯文字,51,8,中,0,中,0,95,31,51,8
1909,7.png,已完成,纯文字,356,4,右,300,中,0,95,31,56,4
1910,1.png,纯色块,方块,37,33,中,0,中,0,30,30,37,33
1911,10.png,全部完成,长条文字按钮,292,-523,右,300,上,-533,532,140,-8,10
1912,9.png,全部完成,长条文字按钮,-254,-1,左,-300,中,0,352,140,46,-1
1913,7.png,已完成,纯文字,-248,-1,左,-300,中,0,95,31,52,-1
1914,6.png,完成,纯文字,-289,-536,左,-300,上,-533,64,31,11,-3
1915,5.png,全部完成,纯文字,-285,550,左,-300,下,533,130,31,15,17
1916,7.png,已完成,纯文字,-281,524,左,-300,下,533,95,31,19,-9
1917,8.png,全部完成,长条文字按钮,16,-551,中,0,上,-533,282,140,16,-18
1918,3.png,纯色块,方块,350,562,右,300,下,533,86,86,50,29
1919,8.png,全部完成,长条文字按钮,-262,-532,左,-300,上,-533,282,140,38,1
1920,5.png,全部完成,纯文字,314,561,右,300,下,533,130,31,14,28
1921,10.png,全部完成,长条文字按钮,36,553,中,0,下,533,532,140,36,20
1922,3.png,纯色块,方块,-299,-10,左,-300,中,0,86,86,1,-10
1923,1.png,纯色块,方块,-316,-2,左,-300,中,0,30,30,-16,-2
1924,4.png,纯色块,方块,211,552,右,300,下,533,120,120,-89,19
1925,1.png,纯色块,方块,53,30,中,0,中,0,30,30,53,30
1926,3.png,纯色块,方块,-81,471,中,0,下,533,86,86,-81,-62
1927,2.png,纯色块,方块,3,-524,中,0,上,-533,48,48,3,9
1928,6.png,完成,纯文字,320,0,右,300,中,0,64,31,20,0
1929,5.png,全部完成,纯文字,-280,552,左,-300,下,533,130,31,20,19
1930,7.png,已完成,纯文字,329,9,右,300,中,0,95,31,29,9
1931,1.png,纯色块,方块,33,-544,中,0,上,-533,30,30,33,-11
1932,5.png,全部完成,纯文字,-288,-21,左,-300,中,0,130,31,12,-21
1933,4.png,纯色块,方块,33,531,中,0,下,533,120,120,33,-2
1934,4.png,纯色块,方块,29,-506,中,0,上,-533,120,120,29,27
1935,6.png,完成,纯文字,-289,-536,左,-300,上,-533,64,31,11,-3
1936,2.png,纯色块,方块,-293,-521,左,-300,上,-533,48,48,7,12
1937,10.png,全部完成,长条文字按钮,-230,-513,左,-300,上,-533,532,140,70,20
1938,6.png,完成,纯文字,6,-5,中,0,中,0,64,31,6,-5
1939,7.png,已完成,纯文字,-291,-540,左,-300,上,-533,95,31,9,-7
1940,1.png,纯色块,方块,316,-3,右,300,中,0,30,30,16,-3
1941,8.png,全部完成,长条文字按钮,65,4,中,0,中,0,282,140,65,4
1942,9.png,全部完成,长条文字按钮,35,-514,中,0,上,-533,352,140,35,19
1943,1.png,纯色块,方块,-3,540,中,0,下,533,30,30,-3,7
1944,2.png,纯色块,方块,11,532,中,0,下,533,48,48,11,-1
1945,8.png,全部完成,长条文字按钮,328,-4,右,300,中,0,282,140,28,-4
1946,7.png,已完成,纯文字,41,550,中,0,下,533,95,31,41,17
1947,8.png,全部完成,长条文字按钮,-268,5,左,-300,中,0,282,140,32,5
1948,2.png,纯色块,方块,305,-22,右,300,中,0,48,48,5,-22
1949,5.png,全部完成,纯文字,33,-522,中,0,上,-533,130,31,33,11
1950,6.png,完成,纯文字,-8,-541,中,0,上,-533,64,31,-8,-8
1951,9.png,全部完成,长条文字按钮,33,-530,中,0,上,-533,352,140,33,3
1952,1.png,纯色块,方块,318,-540,右,300,上,-533,30,30,18,-7
1953,1.png,纯色块,方块,-312,553,左,-300,下,533,30,30,-12,20
1954,3.png,纯色块,方块,325,537,右,300,下,533,86,86,25,4
1955,5.png,全部完成,纯文字,349,532,右,300,下,533,130,31,49,-1
1956,2.png,纯色块,方块,28,24,中,0,中,0,48,48,28,24
1957,2.png,纯色块,方块,308,532,右,300,下,533,48,48,8,-1
1958,4.png,纯色块,方块,-20,-529,中,0,上,-533,120,120,-20,4
1959,4.png,纯色块,方块,306,1,右,300,中,0,120,120,6,1
1960,6.png,完成,纯文字,-19,-537,中,0,上,-533,64,31,-19,-4
1961,5.png,全部完成,纯文字,327,-513,右,300,上,-533,130,31,27,20
1962,7.png,已完成,纯文字,37,16,中,0,中,0,95,31,37,16
1963,8.png,全部完成,长条文字按钮,14,550,中,0,下,533,282,140,14,17
1964,4.png,纯色块,方块,322,-526,右,300,上,-533,120,120,22,7
1965,9.png,全部完成,长条文字按钮,42,544,中,0,下,533,352,140,42,11
1966,3.png,纯色块,方块,0,-530,中,0,上,-533,86,86,0,3
1967,9.png,全部完成,长条文字按钮,-255,562,左,-300,下,533,352,140,45,29
1968,3.png,纯色块,方块,-318,526,左,-300,下,533,86,86,-18,-7
1969,4.png,纯色块,方块,47,29,中,0,中,0,120,120,47,29
1970,6.png,完成,纯文字,24,544,中,0,下,533,64,31,24,11
1971,3.png,纯色块,方块,17,9,中,0,中,0,86,86,17,9
1972,4.png,纯色块,方块,-277,487,左,-300,下,533,120,120,23,-46
1973,5.png,全部完成,纯文字,53,11,中,0,中,0,130,31,53,11
1974,9.png,全部完成,长条文字按钮,357,17,右,300,中,0,352,140,57,17
1975,5.png,全部完成,纯文字,-274,9,左,-300,中,0,130,31,26,9
1976,3.png,纯色块,方块,296,-520,右,300,上,-533,86,86,-4,13
1977,10.png,全部完成,长条文字按钮,301,22,右,300,中,0,532,140,1,22
1978,7.png,已完成,纯文字,-280,545,左,-300,下,533,95,31,20,12
1979,9.png,全部完成,长条文字按钮,36,9,中,0,中,0,352,140,36,9
1980,8.png,全部完成,长条文字按钮,352,11,右,300,中,0,282,140,52,11
1981,4.png,纯色块,方块,-291,-532,左,-300,上,-533,120,120,9,1
1982,7.png,已完成,纯文字,318,-537,右,300,上,-533,95,31,18,-4
1983,8.png,全部完成,长条文字按钮,-278,-1,左,-300,中,0,282,140,22,-1
1985,2.png,纯色块,方块,-320,522,左,-300,下,533,48,48,-20,-11
1986,1.png,纯色块,方块,313,-529,右,300,上,-533,30,30,13,4
1987,9.png,全部完成,长条文字按钮,269,3,右,300,中,0,352,140,-31,3
1988,6.png,完成,纯文字,-296,540,左,-300,下,533,64,31,4,7
1989,3.png,纯色块,方块,106,-519,中,0,上,-533,86,86,106,14
1990,7.png,已完成,纯文字,-322,571,左,-300,下,533,95,31,-22,38
1991,10.png,全部完成,长条文字按钮,7,563,中,0,下,533,532,140,7,30
1992,7.png,已完成,纯文字,21,-25,中,0,中,0,95,31,21,-25
1993,5.png,全部完成,纯文字,-186,518,左,-300,下,533,130,31,114,-15
1994,10.png,全部完成,长条文字按钮,185,22,右,300,中,0,532,140,-115,22
1995,1.png,纯色块,方块,-294,-547,左,-300,上,-533,30,30,6,-14
1996,4.png,纯色块,方块,254,557,右,300,下,533,120,120,-46,24
1997,6.png,完成,纯文字,284,-8,右,300,中,0,64,31,-16,-8
1998,6.png,完成,纯文字,274,521,右,300,下,533,64,31,-26,-12
1999,8.png,全部完成,长条文字按钮,-304,-521,左,-300,上,-533,282,140,-4,12
2000,1.png,纯色块,方块,-17,-523,中,0,上,-533,30,30,-17,10
2001,3.png,纯色块,方块,-294,551,左,-300,下,533,86,86,6,18
2002,2.png,纯色块,方块,0,-506,中,0,上,-533,48,48,0,27
2003,4.png,纯色块,方块,-255,-480,左,-300,上,-533,120,120,45,53
2004,2.png,纯色块,方块,-3,53,中,0,中,0,48,48,-3,53
2005,1.png,纯色块,方块,272,-542,右,300,上,-533,30,30,-28,-9
2006,6.png,完成,纯文字,35,-539,中,0,上,-533,64,31,35,-6
2007,7.png,已完成,纯文字,-304,9,左,-300,中,0,95,31,-4,9
2008,1.png,纯色块,方块,-20,4,中,0,中,0,30,30,-20,4
2009,1.png,纯色块,方块,-332,18,左,-300,中,0,30,30,-32,18
2010,2.png,纯色块,方块,-309,78,左,-300,中,0,48,48,-9,78
2011,1.png,纯色块,方块,332,544,右,300,下,533,30,30,32,11
2012,9.png,全部完成,长条文字按钮,225,-511,右,300,上,-533,352,140,-75,22
2013,5.png,全部完成,纯文字,-305,-509,左,-300,上,-533,130,31,-5,24
2014,8.png,全部完成,长条文字按钮,-26,510,中,0,下,533,282,140,-26,-23
2015,8.png,全部完成,长条文字按钮,-300,32,左,-300,中,0,282,140,0,32
2016,5.png,全部完成,纯文字,312,21,右,300,中,0,130,31,12,21
2017,3.png,纯色块,方块,-51,545,中,0,下,533,86,86,-51,12
2018,9.png,全部完成,长条文字按钮,341,44,右,300,中,0,352,140,41,44
2019,9.png,全部完成,长条文字按钮,-281,513,左,-300,下,533,352,140,19,-20
2020,10.png,全部完成,长条文字按钮,-43,564,中,0,下,533,532,140,-43,31
2021,6.png,完成,纯文字,361,19,右,300,中,0,64,31,61,19
2022,6.png,完成,纯文字,13,-511,中,0,上,-533,64,31,13,22
2023,9.png,全部完成,长条文字按钮,-300,493,左,-300,下,533,352,140,0,-40
2024,5.png,全部完成,纯文字,22,-490,中,0,上,-533,130,31,22,43
2025,4.png,纯色块,方块,304,502,右,300,下,533,120,120,4,-31
2026,8.png,全部完成,长条文字按钮,-330,-489,左,-300,上,-533,282,140,-30,44
2027,3.png,纯色块,方块,290,533,右,300,下,533,86,86,-10,0
2028,10.png,全部完成,长条文字按钮,-312,512,左,-300,下,533,532,140,-12,-21
2029,9.png,全部完成,长条文字按钮,-314,-523,左,-300,上,-533,352,140,-14,10
2030,2.png,纯色块,方块,-53,39,中,0,中,0,48,48,-53,39
2031,4.png,纯色块,方块,272,-544,右,300,上,-533,120,120,-28,-11
2032,5.png,全部完成,纯文字,294,19,右,300,中,0,130,31,-6,19
2033,9.png,全部完成,长条文字按钮,31,530,中,0,下,533,352,140,31,-3
2034,8.png,全部完成,长条文字按钮,268,-493,右,300,上,-533,282,140,-32,40
2035,2.png,纯色块,方块,-279,523,左,-300,下,533,48,48,21,-10
2036,9.png,全部完成,长条文字按钮,11,27,中,0,中,0,352,140,11,27
2037,2.png,纯色块,方块,76,521,中,0,下,533,48,48,76,-12
2038,3.png,纯色块,方块,3,30,中,0,中,0,86,86,3,30
2039,4.png,纯色块,方块,-11,557,中,0,下,533,120,120,-11,24
2040,9.png,全部完成,长条文字按钮,235,538,右,300,下,533,352,140,-65,5
2041,7.png,已完成,纯文字,267,545,右,300,下,533,95,31,-33,12
2042,4.png,纯色块,方块,319,24,右,300,中,0,120,120,19,24
2043,3.png,纯色块,方块,-278,32,左,-300,中,0,86,86,22,32
2044,6.png,完成,纯文字,-2,-4,中,0,中,0,64,31,-2,-4
2045,4.png,纯色块,方块,-1,-533,中,0,上,-533,120,120,-1,0
2046,2.png,纯色块,方块,296,562,右,300,下,533,48,48,-4,29
2047,3.png,纯色块,方块,3,38,中,0,中,0,86,86,3,38
2048,5.png,全部完成,纯文字,261,-495,右,300,上,-533,130,31,-39,38
2049,6.png,完成,纯文字,-36,527,中,0,下,533,64,31,-36,-6
2050,4.png,纯色块,方块,268,-541,右,300,上,-533,120,120,-32,-8
2051,4.png,纯色块,方块,-50,507,中,0,下,533,120,120,-50,-26
2052,4.png,纯色块,方块,-288,-500,左,-300,上,-533,120,120,12,33
2053,6.png,完成,纯文字,-327,510,左,-300,下,533,64,31,-27,-23
2054,1.png,纯色块,方块,-346,590,左,-300,下,533,30,30,-46,57
